0010 000.000854
0010 000.000854
0010 000.000854
0010 000.000732
0010 000.000732
0050 000.026001
0050 000.027344
0050 000.027588
0050 000.026978
0050 000.025879
0100 000.118652
0100 000.121826
0100 000.122803
0100 000.120728
0100 000.119751
0200 000.509521
0200 000.508179
0200 000.447632
0200 000.441040
0200 000.444580
0300 001.027588
0300 001.356323
0300 001.214844
0300 001.152466
0300 001.117554
0400 003.331177
0400 002.610474
0400 002.697510
0400 002.434570
0400 002.396484
0500 003.811768
0500 003.841064
0500 003.824951
0500 003.838501
0500 003.896606
0600 005.761597
0600 005.604004
0600 005.582642
0600 005.897461
0600 005.817993
0700 007.796631
0700 007.828125
0700 008.096436
0700 008.144409
0700 008.600952
0800 010.141846
0800 010.201416
0800 010.126831
0800 010.290527
0800 010.326660
0900 013.379150
0900 013.138428
0900 012.970093
0900 013.458496
0900 013.229980
1000 016.321655
1000 016.209717
1000 016.332153
1000 016.087280
1000 016.356079
